"Vaga","Nome da Empresa","Descrição da Vaga"
"Analista de Suporte Júnior","Waltonen Engineering","Waltonen Engineering is actively seeking an Entry-Level IT Technician to join our team!

Responsibilities

Report to Waltonen IT Manager
Assist with troubleshooting and resolving hardware-related issues for desktops, laptops, workstations, and peripherals
Perform memory upgrades, install drives, and troubleshoot hardware failures
Provide basic software support, including installing and configuring operating systems, software applications, and drivers
Assist users with software-related inquiries and issues
Collaborate with the IT team to diagnose and resolve network connectivity issues
Assist in setting up and maintaining network equipment
Respond promptly to help desk tickets submitted by end-users
Document solutions and resolutions for future reference

Qualifications

Associate’s degree or higher in Computer Science, Information Technology, or a related field
Familiarity with hardware components (CPU, RAM, hard drives, etc.) and their functions
Basic understanding of operating systems (Windows, macOS, Linux)
Knowledge of networking concepts (TCP/IP, DNS, DHCP)
Strong problem-solving abilities
Excellent communication skills
Willingness to learn and adapt to new technologies
Must be willing to work overtime hours as needed to address critical issues or complete projects
Only United States citizens can be considered

Preferred Qualifications

Bachelor's degree in Computer Science, Information Technology, or a related field
Certifications such as A+ or Microsoft MC are a bonus

Benefits

Medical, Dental & Vision Insurance
Vacation and Holiday pay
Employer matching 401K
Hybrid work schedule after 90 days for eligible positions
Tuition Reimbursement
Flexible Spending Programs (FSAs)
Short-Term & Long-Term Disability insurance
Employee Referral Program
Additional Voluntary Benefit Programs
Off-site company events & Employee Luncheons

Who are we?

Waltonen Engineering, Inc. is an equal opportunity employer and will consider qualified applicants for all positions without regard to race, color, sex, religion, national origin, age, marital status, weight, height, or the presence of a non-job-related medical condition or handicap.

Powered by JazzHR

le57YVVVO7
Show less"
"Analista de Suporte Júnior","Ally Pediatric Therapy","Company Overview:

We are a medium-sized organization passionately dedicated to providing clinical care for children with autism. We are driven to empower families and individuals affected by autism through innovative therapies and comprehensive support services. We are committed to leveraging technology to enhance our operations and improve outcomes for our clients.

Position Overview:

We are seeking a dynamic and experienced Director of Information Technology (IT) to join our team. The Director of IT will play a critical role in shaping our technological infrastructure and ensuring that our systems effectively support our clinical operations and business objectives. This individual will lead our IT department, providing strategic direction, overseeing day-to-day operations, and driving the implementation of technology solutions that enhance efficiency, security, and scalability.

Key Responsibilities:

Develop and implement an IT strategy aligned with the organization's goals and objectives. Identify opportunities to leverage technology to improve clinical outcomes, enhance patient experience, and streamline operations
Lead and mentor a team of IT professionals, fostering a culture of innovation, collaboration, and excellence. Provide guidance, support, and professional development opportunities to team members
Oversee the design, implementation, and maintenance of the organization's IT infrastructure, including network systems, servers, and security protocols. Ensure high availability, reliability, and performance of critical systems
Evaluate, select, and implement software applications and platforms that support clinical care, administrative functions, and business operations. Ensure that systems are user-friendly, efficient, and compliant with industry regulations
Develop and enforce IT security policies and procedures to protect sensitive data and ensure compliance with HIPAA and other relevant regulations. Implement measures to safeguard against cyber threats, data breaches, and unauthorized access
Manage relationships with third-party vendors, consultants, and service providers. Negotiate contracts, evaluate service levels, and ensure that vendor solutions meet the organization's requirements and standards
Develop and manage the IT budget, ensuring that resources are allocated effectively, and projects are delivered within scope and on schedule. Identify opportunities to optimize costs and improve ROI
Provide technical support to staff members and end-users, troubleshooting issues, and resolving IT-related problems in a timely manner. Develop training programs and materials to enhance IT literacy and proficiency across the organization.


Requirements

Qualifications:

Bachelor's degree in Computer Science, Information Technology, or a related field (Master's degree preferred), or equivalent experience
Minimum of 6 years of experience in IT leadership roles, with a proven track record of success in managing complex IT projects and teams
Experience in the healthcare or clinical services industry, with knowledge of HIPAA regulations and other relevant compliance requirements
Strong technical expertise in network infrastructure, cloud computing, cybersecurity, and enterprise software systems
Excellent communication skills, with the ability to articulate technical concepts to non-technical stakeholders and foster effective collaboration across departments
Strategic mindset, with the ability to think critically, anticipate future needs, and develop innovative solutions to address challenges
Leadership qualities, including vision, integrity, resilience, and the ability to inspire and motivate team members to achieve excellence
Experience with API's, integrations, EMR/HER


Benefits

Benefits:

90k-120k Salary range - Competitive salary commensurate with experience
Comprehensive benefits package, including health insurance, retirement plans, and paid time off
Opportunities for professional development and career advancement
A supportive and inclusive work environment dedicated to making a meaningful impact on the lives of children with autism and their families

If you are passionate about leveraging technology to make a positive difference in the lives of others and thrive in a collaborative, mission-driven environment, we invite you to join our team as Director of Information Technology.
Show less"
"Analista de Suporte Júnior","Discover Financial Services","Discover. A brighter future.

With us, you’ll do meaningful work from Day 1. Our collaborative culture is built on three core behaviors: We Play to Win, We Get Better Every Day & We Succeed Together. And we mean it — we want you to grow and make a difference at one of the world's leading digital banking and payments companies. We value what makes you unique so that you have an opportunity to shine.

Come build your future, while being the reason millions of people find a brighter financial future with Discover.

Job Description

Responsible for designing analytical frameworks and leading the development of analytic solutions. Determines how to analyze and utilize a wide variety of structured and unstructured data sources. Leads efforts to build analytical capability.

Providing strategic thinking to solve business problems by leveraging techniques such as segmentation, optimization, advanced analytics and machine learning.

Actively manages and escalates risk and customer-impacting issues within the day-to-day role to management.

Responsibilities

Collaborates with cross-functional partners to understand their business needs, formulate, and complete end-to-end analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations.
Delivers effective presentations of findings and recommendations to multiple levels of leadership, creating visual displays of quantitative information.
Develops and automates reports, iteratively build and prototype dashboards to provide insights at scale, solving for analytical needs. Facilitates implementation of work product and ensure accuracy.
Engages in continual learning to maintain a high level of competency in statistical and analytical principles, tools, and techniques.

Minimum Qualifications

At a minimum, here’s what we need from you:

Master's Degree in Business, Engineering, Information Technology, Mathematics, Statistics, Economics, Finance, or related technical/quantitative field
1+ years of experience in Quantitative, Analytics, Data Science, Technical, or related field
In lieu of a Master’s Degree, 2+ years of experience in Quantitative, Analytics, Data Science, Technical role with a Bachelor's Degree in a quantitative/technical field

Preferred Qualifications

If we had our say, we’d also look for:

2+ years of experience in Quantitative, Analytics, Data Science, Technical, or related field

Application Deadline

The application window for this position is anticipated to close on May-13-2024. We encourage you to apply as soon as possible. The posting may be available past this date, but it is not guaranteed.

Compensation

The base pay for this position generally ranges between $65,000.00 to $109,800.00. Additional incentives may be provided as part of a market competitive total compensation package. Factors, such as but not limited to, geographical location, relevant experience, education, and skill level may impact the pay for this position.

Benefits

We also offer a range of benefits and programs based on eligibility. These benefits include:

Paid Parental Leave
Paid Time Off
401(k) Plan
Medical, Dental, Vision, & Health Savings Account
STD, Life, LTD and AD&D
Recognition Program
Education Assistance
Commuter Benefits
Family Support Programs
Employee Stock Purchase Plan

Learn more at mydiscoverbenefits.com.

What are you waiting for? Apply today!

All Discover employees place our customers at the very center of our work. To deliver on our promises to our customers, each of us contribute every day to a culture that values compliance and risk management.

Discover is committed to a diverse and inclusive workplace. Discover is an equal opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veteran status, or other legally protected status. (Know Your Rights & Pay Transparency Nondiscrimination Provision)

Discover complies with federal, state, and local laws applicable to qualified individuals with disabilities and is committed to providing reasonable accommodations. If you require a reasonable accommodation to search for a position, to complete an application, and/or to participate in an interview, please email HireAccommodation@discover.com. Any information you provide regarding your accommodation needs will be kept confidential and will only be used to determine and provide necessary accommodation.

Show less"
"Analista de Suporte Júnior","Audia","Summary
The VP of Information Technology leads the planning, implementation, and operation of information technology to enable the achievement of the organization’s business objectives across all Audia companies globally. The VP of IT is responsible for the effective design, development, implementation, and operation of IT products, services and support. This role is responsible for overseeing IT Infrastructure, Software Engineering, Information Security, and IT Service management.
Responsibilities include, but are not limited to:
Implements an enterprise-wide information security program that protects the confidentiality, integrity, and availability of the company’s data and infrastructure
Defines enterprise IT policy, architecture, and information security controls, and manages IT risk
Partners with legal to ensure IT systems and data governance adhere to applicable laws and regulations
Provides vision, planning and coordination of all PRIMOS ERP development and implementation activities to achieve a high level of quality and reliability for Audia companies
Manages priorities with the Software Engineering Manager to establish standards in PRIMOS development and upgrades
Manages initiatives with the IT Support Manager to ensure end-user support aligns with business needs
Oversees Network and Systems projects to prioritize upgrades and changes globally
Manages the department’s resources, including budget and organizational structure
Researches and makes recommendations on hardware and software purchases and negotiates with vendors to ensure cost-effective purchasing and reliable ongoing support
Leads the design, specification, configuration, installation, and maintenance of local area network hardware, software, and telecommunications services
Establishes, maintains, and tests contingency plans, including disaster recovery and business continuity
Monitors overall system health and availability
Collaborates with the Audia leadership teams to ensure high satisfaction with end-user support through the IT support team globally
Recommended Qualifications
Bachelor's degree in computer science, information systems, or a related field; Master’s preferred
Proof of continued education, such as technical certifications, is desirable
At least 3 years of management experience in an IT environment
Sound working knowledge of IT operations, systems, and developments
Excellent communication and interpersonal skills
Strong leadership and project management skills
Solid analytical and problem-solving skills
Cultural competence to work in a global organization

Working Conditions

Office and Manufacturing Environments
Show less"
"Analista de Suporte Júnior","Goodwin Recruiting","To Apply for this Job Click Here

VP Of IT Benefits

145-150K
Balanced work-life schedule
Comprehensive benefits package including health, dental, and vision coverage
401k retirement plan
Unlimited paid time off
Mostly remote work with minimal travel requirements
Education and health/mental wellness reimbursement programs

VP Of IT Responsibilities

Supervise IT operations and manage IT staff
Develop a comprehensive strategy for the organization's IT infrastructure
Establish and oversee the IT department's annual budget
Collaborate with senior stakeholders to align IT with business goals
Monitor systems performance to ensure seamless IT service delivery
Standardize processes for system selection, implementation, and support
Provide leadership, training, and guidance to IT personnel

VP Of IT Qualifications

Bachelor's degree in IT, Computer Science, or related field
4+ years of experience in IT operations and project management
Proficiency in computer systems, security, networks, databases, and telecommunications, especially in hospitality
Preferred experience with C# and .Net programming languages
Knowledge of Point of Sale Extended Markup Language (POSXML)
Experience with installing Kitchen Display Units (KDU's)

At Goodwin Recruiting we are committed to our core values. We take our value, Dedicated to Diversity & Inclusion, very seriously and will never discriminate against a candidate or client based on any protected classes. Our clients seek qualified candidates, and that is what we deliver. A person's age, gender, race, sexual orientation, gender identity, national origin, veteran or disability status, or arrest or conviction record has no bearing on whether he, she, or they are able to do the job. We evaluate the knowledge, skills, and abilities that meet the requirements of the position and aim to open doors and change lives. We value all people, understanding that uniqueness and diversity foster a stronger team that is innovative and brings varying perspectives to the table. We put our money where our mouth is and are proud of our efforts to identify a broad slate of candidates, with many hiring success stories to share. JOB ID: 136465 #post

Michele Rhodes

To Apply for this Job Click Here

, $145,000 - $150,000,

Show less"
"Analista de Suporte Júnior","Mantell Associates","Mantell Associates is partnered with a MedTech who are searching for a Chief Information Officer to lead their team. The CIO will play a crucial role in driving the company's vision forward.

Chief Information Officer (CIO) - Responsibilities:
Oversee IT staff and developing department goals
Develop and manage the IT budget
Create, implement and maintain IT systems and operations
Responsible for managing the companies software development needs
Improve IT policies, procedures and best practices
Consistent in being updated on IT trends and emerging technologies
Develop and enforce IT best practices across the company
Oversee relationships with vendors, contractors and service providers

Chief Information Officer (CIO) - Requirements:
Bachelor Degree in either IT, computer science, management information systems, IT management or Project management
Proficiently in establishing IT services framework and IT security policies
Project management skills
Budget management skills
Ability to recruit and manage IT staff members
Ability to establish partnerships with service providers and vendors

Mantell Associates is a specialist Pharmaceutical and Life Sciences headhunting firm. For more information on this role, please contact us at +44 (0)20 3854 7700.
Show less"
"Analista de Suporte Júnior","Young's Plant Farm, Inc.","Job Description

Job Description

Company Overview:

Our horticulture company specializes in the cultivation and sale of plants to major retailers. We are committed to delivering high-quality products to our customers while maintaining efficient business operations.

Position Title: Information Technology Manager

Reports To: Director of Information Technology

Job Summary:

Manage and maintain all aspects of a VMware based Windows Server network environment. Manage and maintain core network device infrastructure and all branches of wired and wireless networks at multiple site locations. Manage and maintain all related devices connected to this network at multiple sites and via remote connections. Support users in a helpdesk role with problems related to device usage and application usage. Connect users with proper application support area for issues outside the realm of normal helpdesk responsibilities.

Key Responsibilities:

Administer VMware vSphere ESXi environments
Administer two onsite Microsoft Active Directory Domains
Administer multiple cloud hosted Microsoft 365 tenants
Administer online application platforms as used throughout organization
Monitor storage capacity on Microsoft Windows Server virtual servers
Monitor storage capacity on primary and disaster recovery site SAN devices
Monitor device connection status for key network connected devices
Maintain on premise hosted management applications (GLPI, Nagios, etc.)
Maintain on premise hosted FreePBX VOIP phone system and all VOIP phones (hardware and softphone apps)
Maintain a network of on premise site surveillance camera/NVR systems
Apply firmware updates to firewalls, switches, wireless access point devices, SANs as provided by vendors during appropriate scheduled downtime windows
Apply Microsoft Updates to Windows Server during scheduled downtime windows
Maintain and expand Ethernet cabling infrastructure as needed at all site locations
Install and support network printers (laser printers, thermal transfer label printers, etc.)
Manage all mobile device setups and rollouts (tablets, smart phones, etc.)
First level of all systems user support (Helpdesk role)
Manage redirection of user support requests to appropriate teams/companies when required

Qualifications:

Strong understanding of Microsoft Windows Server and Active Directory administration
Experience with managing network firewall and switch equipment in an IP/VLAN segmented environment with both wired and wireless connections
Experience with managing Windows desktop and laptop workstations
Experience with managing VOIP telephone systems
Basic understanding of Microsoft 365 cloud-based administration
Strong analytical and problem-solving skills as needed for troubleshooting problems that arise in a helpdesk role
Good interpersonal and communication skills
Application/Platform Knowledge including

VMware vSphere

Microsoft 365 Portal

Microsoft Office Suite (specifically Microsoft Excel)

Scripting platforms (PowerShell, Python, etc.)

Microsoft SQL Server

Sangoma FreePBX

Ubuntu Linux for IT management applications

Join Our Team:

If you are a motivated and problem solving-oriented professional with a passion for information technology and systems, we invite you to apply for the Information Technology Manager position with our company. Come be a part of our dynamic team as we continue to grow and succeed in the industry.
Show less"
"Analista de Suporte Júnior","Chicago Fire FC","Chicago Fire Football Club is a Major League Soccer team that was founded in 1997 and is Chicago’s ambassador to the global sport of soccer. The Club recently returned to Soldier Field as well as opened a new 50,000 square foot office in the heart of the city. With tremendous growth and expansion, the Club is laying the foundation for an audacious and ambitious vision that will transform the brand and the success of the Club in the coming years.

Position Overview

Chicago Fire Football Club is looking to bring in a strong professional to lead our Information Technology (IT) team with all major technology needs. This role will spearhead IT operations, streamline processes, and fully optimize IT infrastructure and support. The Director of IT will oversee all technology functions for four locations (1ND, SeatGeek Stadium, Fire Pitch and the new Performance Center) as well as supporting matchday functions at Soldier Field.

Job Responsibilities

Manage and troubleshoot information technology systems including Azure environment, network and endpoint hardware, printers, software malfunctions and connectivity at all Chicago Fire FC locations, including remote connectivity for users to the Chicago Fire’s servers
Manage and configure employee technology support with onboarding and offboarding technology provisions
Develop and lead strategic initiatives to optimize the organization's IT infrastructure (computer and information systems, security, communication systems)
Create and implement the framework for IT policies including those related to data privacy and security, disaster recovery and acceptable use
Supervise and invest in the professional development of the organization’s IT team
Manage department budget allocation for hardware and software acquisitions
Perform hardware and software installations and/or configuration changes for network and server equipment
Assist in the evaluation of needs and recommendation of hardware and software solutions for all departments
Collaborate with internal and external stakeholders to implement various technology initiatives
Own vendor relations to fully optimize service, resolve complex problems and maintain partnership relations
Work with MLS to complete league-wide technology projects and comply with minimum technology standards set by MLS
Assist with event execution. Responsibilities include but are not limited to:
Event set-up (phone, credit card lines, broadcast, data connections, etc.)
Assist with technology, Audio/Visual during Fire events
Event tear-down
Identify areas for and assist in the development and presentation of user training
Other duties may be assigned
Required Qualifications

6+ years of experience specializing in networks and IT troubleshooting
2+ years managing an IT department
Familiar with the principles and techniques of supervision, training, budget preparation and purchasing
Excellent leadership and decision-making skills
Strong interpersonal skills and ability to effectively communicate with teams across the entire organization
Proficient in latest technology for IT systems and security standards
Ability to work non-traditional hours, in non-traditional settings, including all home games (or other work events) that fall on nights, weekends, and/or holidays
Knowledge of Microsoft technologies such as Azure cloud services, Windows server, Office 365
Proven knowledge of TCP/IP, Voice Over Internet Protocol, and use of Cisco network hardware
Ability to organize and prioritize work to meet deadlines and work effectively under pressure and/or a stringent schedule and produce accurate results
Solid project management skills and the ability to handle multiple projects concurrently and thrive in a fast-paced, high-growth environment

Preferred Qualifications

Experience working for an organization with 150+ staff members
Familiarity with the sports and entertainment industry or relevant sectors
Experience with third-party vendors (MSP & Crowdstrike EDR)
Bachelor’s degree in Information Technology, Computer Science, or other related field

Please Note

Chicago Fire FC is committed to fostering, cultivating, and preserving a culture of diversity, equity, accessibility, and inclusion. Our diversity initiatives start with the recruitment and selection process; therefore, we’d like to welcome all diverse candidates to apply to opportunities within our Club.
CFFC is committed to providing equal employment opportunity and maintaining a workplace for employees and applicants for employment that is free from discrimination. The Company does not discriminate in employment opportunities or practices on the basis of race, color, religion, sex (including pregnancy), national origin, ancestry, ethnicity, citizenship, age, veteran or military status, disability, sexual orientation, sexual orientation or expression, marital status or any other characteristic protected by law. This policy governs all aspects of employment, including hiring, promotion, compensation, discipline, termination, and access to benefits and training.
If, because of a medical condition or disability, you need a reasonable accommodation for any part of the application process, please contact the Human Resources Department at hr@chicagofirefc.com to let us know the nature of your request and your contact information.
MLS Privacy Policy

By clicking apply, you agree to the terms of the MLS Privacy Policy.
Show less"
"Analista de Suporte Júnior","The Staff Pad","The Staff Pad has partnered with a Recovery-oriented and trauma-informed service provider dedicated to individuals with serious mental illnesses and addictions. Committed to consumer involvement, engagement, and empowerment.

We are seeking a visionary and strategic leader to join our team as the Senior Director of Information Technology. In this pivotal role, you will develop and execute technology strategies that align with our organizational goals, enhancing operational efficiencies and supporting our mission of integrated, person-first health care. Your leadership will oversee all aspects of our IT department, including help desk and technical support, networking, telecommunications, servers, storage, cloud systems, and non-clinical enterprise applications.

Key Responsibilities

Collaborate with leadership to translate business needs into actionable technology strategies and plans.
Manage all IT operations to ensure the integrity, confidentiality, and availability of data.
Lead large-scale IT infrastructure projects and digital transformation initiatives.
Oversee information security and compliance with HIPAA and other regulations.
Foster an inclusive, safe, and diverse work environment, adhering to our values of equity and respect for cultural differences.

Qualifications

Bachelor’s degree in Information Technology, Computer Science, or a related field; Master’s degree preferred.
At least 10 years in IT leadership roles, with a proven track record in strategic planning and technology management.
Strong knowledge of server architecture, cloud technologies, disaster recovery, and business continuity.
Extensive experience with ITIL-based service management and the Systems Development Life Cycle (SDLC).
Healthcare industry experience is preferred.

Benefits

We offer generous benefits for our full-time and part-time employees (20 hours + pro-rated) including:

Generous Paid Time Off Package Full-time employees earn 6 weeks of PTO in their first year!
Medical and Dental Coverage (begins 1st of the month following 30 days after hire date)
VSP Vision Discount Plan
403(B) Retirement Savings (Pre and post-tax plans with up to 8% matching contribution)
Flexible Spending Account (FSA) (Medical, dependent care, and transportation options)
Short-Term Disability, Long-Term Disability, and Life Insurance
Paid Bereavement and Jury Duty Leave
Length of Service Award
Voluntary Life Insurance
Supplemental Insurance

Wellness Benefits:

Employee Assistance Program (EAP)
Bicycle Reimbursement
Discounted Fitness Memberships
Trauma Support Team
Show less"
"Analista de Suporte Júnior","INSPYR Solutions","Title: IT Service Desk Tier 1

Location: Remote

Duration: Contract to Hire

Work Requirements: US Citizen, GC Holders or Authorized to Work in the US

Job Description

Teammates will utilize TeamViewer to deliver remote user support services and work with the Ivanti ticketing system to address Incidents/Service Requests. Teammates will answer technical support calls, work/prioritize tickets accordingly, and collaborate and work with other staff and vendor support resources to resolve issues. This position requires dedication, strong attention to detail, persistence, follow-up, effective utilization of provided resources and OBSESSIVE customer service. Teammate should possess basic technical acumen with the ability to pick up new skills and knowledge (i.e. product and inner working of software and hardware,) and possess the ability to apply learnings gleaned from technical training.

Responsibilities

Performs basic to intermediate-level troubleshooting:
Password resets, AD account unlocks, printer configurations, VPN, hardware issues, etc.
Logs, routes, categorizes, escalates Incidents/SRs
Ensure requests are routed to the proper resource in order to be resolved quickly and efficiently
If issue is unknown, request assistance within ITSD Teams chat, then ITSD Manager, then ITSD Director
Address phone calls on Softphone; logs ticket for user
Replies to emails, Teams messages
Self-starter - Accepts/self-assigns cases from the support queue
Clearly communicate status on incidents, as well as resolutions
Provide outstanding customer service and satisfaction
Ability to work in a team and communicate effectively
Writes/Reviews SOPs

Skillset / Experience

3+ years of helpdesk experience troubleshooting
Technical knowledge of Windows desktop & laptop hardware in a business environment
Working understanding of computer networking
Minimum one year of Active Directory support
Effective planning & organizing skills
Strong problem-solving efficiency
Effective communication & documentation skills
CompTIA A+ certification required
Microsoft certifications
1+ year experience with Ivanti EPM
1+ year of Exchange and/or Office 365 support

Our benefits package includes:

Comprehensive medical benefits
Competitive pay, 401(k)
Retirement plan
…and much more!

About INSPYR Solutions

As a leading technology solutions company, we connect top IT talent with clients to provide innovative business solutions through our IT Staffing, Professional Services, and Infrastructure Solutions divisions. There are four elements that set us apart and serve as pillars of our company philosophy: Quality, Expertise, People, and Relationships. By always striving for excellence in these areas and focusing on the human aspect of our business, we work seamlessly together with our talent and clients to match the right solutions to the right opportunities. Learn more about us at inspyrsolutions.com.

INSPYR Solutions provides Equal Employment Opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, or genetics. In addition to federal law requirements, INSPYR Solutions complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities
Show less"
"Analista de Suporte Júnior","Discover Financial Services","Discover. A brighter future.

With us, you’ll do meaningful work from Day 1. Our collaborative culture is built on three core behaviors: We Play to Win, We Get Better Every Day & We Succeed Together. And we mean it — we want you to grow and make a difference at one of the world's leading digital banking and payments companies. We value what makes you unique so that you have an opportunity to shine.

Come build your future, while being the reason millions of people find a brighter financial future with Discover.

Job Description

Responsible for designing analytical frameworks and leading the development of analytic solutions. Determines how to analyze and utilize a wide variety of structured and unstructured data sources. Leads efforts to build analytical capability.

Providing strategic thinking to solve business problems by leveraging techniques such as segmentation, optimization, advanced analytics and machine learning.

Actively manages and escalates risk and customer-impacting issues within the day-to-day role to management.

Responsibilities

Collaborates with cross-functional partners to understand their business needs, formulate, and complete end-to-end analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations.
Delivers effective presentations of findings and recommendations to multiple levels of leadership, creating visual displays of quantitative information.
Develops and automates reports, iteratively build and prototype dashboards to provide insights at scale, solving for analytical needs. Facilitates implementation of work product and ensure accuracy.
Engages in continual learning to maintain a high level of competency in statistical and analytical principles, tools, and techniques.

Minimum Qualifications

At a minimum, here’s what we need from you:

Master's Degree in Business, Engineering, Information Technology, Mathematics, Statistics, Economics, Finance, or related technical/quantitative field
1+ years of experience in Quantitative, Analytics, Data Science, Technical, or related field
In lieu of a Master’s Degree, 2+ years of experience in Quantitative, Analytics, Data Science, Technical role with a Bachelor's Degree in a quantitative/technical field

Preferred Qualifications

If we had our say, we’d also look for:

2+ years of experience in Quantitative, Analytics, Data Science, Technical, or related field

Application Deadline

The application window for this position is anticipated to close on May-13-2024. We encourage you to apply as soon as possible. The posting may be available past this date, but it is not guaranteed.

Compensation

The base pay for this position generally ranges between $65,000.00 to $109,800.00. Additional incentives may be provided as part of a market competitive total compensation package. Factors, such as but not limited to, geographical location, relevant experience, education, and skill level may impact the pay for this position.

Benefits

We also offer a range of benefits and programs based on eligibility. These benefits include:

Paid Parental Leave
Paid Time Off
401(k) Plan
Medical, Dental, Vision, & Health Savings Account
STD, Life, LTD and AD&D
Recognition Program
Education Assistance
Commuter Benefits
Family Support Programs
Employee Stock Purchase Plan

Learn more at mydiscoverbenefits.com.

What are you waiting for? Apply today!

All Discover employees place our customers at the very center of our work. To deliver on our promises to our customers, each of us contribute every day to a culture that values compliance and risk management.

Discover is committed to a diverse and inclusive workplace. Discover is an equal opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veteran status, or other legally protected status. (Know Your Rights & Pay Transparency Nondiscrimination Provision)

Discover complies with federal, state, and local laws applicable to qualified individuals with disabilities and is committed to providing reasonable accommodations. If you require a reasonable accommodation to search for a position, to complete an application, and/or to participate in an interview, please email HireAccommodation@discover.com. Any information you provide regarding your accommodation needs will be kept confidential and will only be used to determine and provide necessary accommodation.

Show less"
"Analista de Suporte Júnior","Goodwin Recruiting","To Apply for this Job Click Here

We have an incredible opportunity for a Vice President of IT to join a highly esteemed and growing hospitality group.

Are you drawn to the prospect of contributing to an exceptional team driving forward with innovative concepts?

Do you value the opportunity to lead autonomously while maintaining robust communication channels with your team, a hallmark often absent in larger corporations?

Are you looking for a remote opportunity? Yes, yes and yes!

This is the opportunity for you!

Don't miss out!

Submit your resume and change your future today!

Responsibilities for the Vice President of IT role are comprehensive and include:

Direct oversight of all IT operations, including supervision of our IT staff and systems.
Development of a strategic vision for the organization's IT infrastructure, encompassing computer and information systems, security, and communication systems.
Management and monitoring of the IT department's annual budget.
Collaboration with senior-level stakeholders across the organization to identify business and technology needs and optimize IT usage.
Vigilant monitoring of systems performance to ensure seamless delivery and operation of IT services.
Establishment of processes and standards for the selection, implementation, and support of systems.
Provision of direction, guidance, and training to IT personnel.

Qualifications for the Vice President of IT role are stringent and include:

A Bachelor's degree in Information Technology, Computer Science, Information Systems, or a related field.
A minimum of 4 years of experience in IT operations, including supervision of technology teams and oversight of substantial IT projects.
Profound knowledge of computer systems, security, network and systems administration, databases, data storage systems, and telecommunications within the hospitality industry.
Preferably, experience with C# and other .Net programming languages, along with familiarity with Point of Sale Extended Markup Language (POSXML) and installing Kitchen Display Units (KDU's).

Benefits for the Vice President of IT role are extensive and include:

A highly competitive base salary!
Exceptional work-life balance with flexible working hours!
Comprehensive benefits package, including Health, Medical, Dental, and Vision coverage, as well as a 401k plan!
Unlimited PTO!
A predominantly 99% remote position with minimal annual travel requirements!
Opportunities for education reimbursement and health/mental wellness support programs!
Bonus program and much more!

Don't miss out!

Seize this exceptional opportunity to advance your career.

Submit your resume today for immediate consideration.

At Goodwin Recruiting we are committed to our core values. We take our value, Dedicated to Diversity & Inclusion, very seriously and will never discriminate against a candidate or client based on any protected classes. Our clients seek qualified candidates, and that is what we deliver. A person's age, gender, race, sexual orientation, gender identity, national origin, veteran or disability status, or arrest or conviction record has no bearing on whether he, she, or they are able to do the job. We evaluate the knowledge, skills, and abilities that meet the requirements of the position and aim to open doors and change lives. We value all people, understanding that uniqueness and diversity foster a stronger team that is innovative and brings varying perspectives to the table. We put our money where our mouth is and are proud of our efforts to identify a broad slate of candidates, with many hiring success stories to share. JOB ID: 136410 #post

Frank Benzo

To Apply for this Job Click Here

, $140,000 - $150,000,

Show less"
"Analista de Suporte Júnior","Washington Penn","Job Description

The VP of Information Technology leads the planning, implementation, and operation of information technology to enable the achievement of the organization’s business objectives across all Audia companies globally. The VP of IT is responsible for the effective design, development, implementation, and operation of IT products, services and support. This role is responsible for overseeing IT Infrastructure, Software Engineering, Information Security, and IT Service management.

Responsibilities include, but are not limited to:

Implements an enterprise-wide information security program that protects the confidentiality, integrity, and availability of the company’s data and infrastructure
Defines enterprise IT policy, architecture, information security controls, and manages IT risk
Partners with legal to ensure IT systems and data governance adhere to applicable laws and regulations
Provides vision, planning and coordination of all PRIMOS ERP development and implementation activities to achieve a high level of quality and reliability for Audia companies
Manages priorities with the Software Engineering Manager to establish standards in PRIMOS development and upgrades
Manages initiatives with the IT Support Manager to ensure end user support aligns with business needs
Oversees Network and Systems projects to prioritize upgrades and changes globally
Manages the department’s resources, including budget and organizational structure
Researches and makes recommendations on hardware and software purchases and negotiates with vendors to ensure cost-effective purchasing and reliable ongoing support
Leads the design, specification, configuration, installation, and maintenance of local area network hardware, software, and telecommunications services
Establishes, maintains, and tests contingency plans, including disaster recovery and business continuity
Monitors overall system health and availability
Collaborates with the Audia leadership teams to ensure high satisfaction with end user support through the IT support team globally

Recommended Qualifications

Bachelor's degree in computer science, information systems, or a related field; Master’s preferred
Proof of continued education, such as technical certifications, is desirable
At least 3 years of management experience in an IT environment
Sound working knowledge of IT operations, systems, and developments
Excellent communication and interpersonal skills
Strong leadership and project management skills
Solid analytical and problem-solving skills
Cultural competence to work in a global organization

Working Conditions

Office and Manufacturing Environments
Show less"
